Carrier,Specialty,County,nproviders
Anthem BCBS,102 Licensed Clinical Social Workers,SAN MIGUEL,2
Anthem BCBS,102 Licensed Clinical Social Workers,TELLER,2
Anthem BCBS,103 Psychology,FREMONT,2
Anthem BCBS,103 Psychology,GRAND,2
Anthem BCBS,103 Psychology,MONTROSE,2
Anthem BCBS,103 Psychology,ROUTT,2
Anthem BCBS,103 Psychology,SAN MIGUEL,2
Anthem BCBS, 001 General Practice,ADAMS,1
Anthem BCBS, 001 General Practice,CUSTER,1
Anthem BCBS, 001 General Practice,EL PASO,1
Anthem BCBS, 001 General Practice,HUERFANO,1
Anthem BCBS, 001 General Practice,PUEBLO,1
Anthem BCBS, 001 General Practice,TELLER,1
Anthem BCBS, 002 Family Medicine,CUSTER,1
Anthem BCBS, 002 Family Medicine,FREMONT,1
Anthem BCBS, 002 Family Medicine,GUNNISON,1
Anthem BCBS, 002 Family Medicine,HUERFANO,1
Anthem BCBS, 002 Family Medicine,Lincoln,1
Anthem BCBS, 002 Family Medicine,PITKIN,1
Anthem BCBS, 002 Family Medicine,RIO GRANDE,1
Anthem BCBS, 002 Family Medicine,ROUTT,1
Anthem BCBS, 002 Family Medicine,WASHINGTON,1
Anthem BCBS, 002 Family Medicine,YUMA,1
Anthem BCBS, 003 Internal Medicine,BACA,1
Anthem BCBS, 003 Internal Medicine,EAGLE,1
Anthem BCBS, 003 Internal Medicine,FREMONT,1
Anthem BCBS, 003 Internal Medicine,LAS ANIMAS,1
Anthem BCBS, 003 Internal Medicine,MONTEZUMA,1
Anthem BCBS, 003 Internal Medicine,PHILLIPS,1
Anthem BCBS, 003 Internal Medicine,ROUTT,1
Anthem BCBS, 003 Internal Medicine,SAN MIGUEL,1
Anthem BCBS, 004 Geriatrics,ALAMOSA,1
Anthem BCBS, 004 Geriatrics,WELD,1
Anthem BCBS, 007 Allergy and Immunology,EL PASO,1
Anthem BCBS, 008 Cardiovascular Disease,BROOMFIELD,1
Anthem BCBS, 008 Cardiovascular Disease,LAKE,1
Anthem BCBS, 008 Cardiovascular Disease,MONTEZUMA,1
Anthem BCBS, 008 Cardiovascular Disease,MORGAN,1
Anthem BCBS, 008 Cardiovascular Disease,ROUTT,1
Anthem BCBS, 010 Chiropracty,DENVER,1
Anthem BCBS, 010 Chiropracty,JEFFERSON,1
Anthem BCBS, 010 Chiropracty,WELD,1
Anthem BCBS, 011 Dermatology,BOULDER,1
Anthem BCBS, 011 Dermatology,EAGLE,1
Anthem BCBS, 011 Dermatology,GARFIELD,1
Anthem BCBS, 011 Dermatology,LAS ANIMAS,1
Anthem BCBS, 011 Dermatology,MORGAN,1
Anthem BCBS, 011 Dermatology,SUMMIT,1
Anthem BCBS, 012 Endocrinology,EAGLE,1
Anthem BCBS, 012 Endocrinology,LA PLATA,1
Anthem BCBS, 012 Endocrinology,LOGAN,1
Anthem BCBS, 012 Endocrinology,MESA,1
Anthem BCBS, 012 Endocrinology,PUEBLO,1
Anthem BCBS, 012 Endocrinology,SUMMIT,1
Anthem BCBS, 013 ENT/Otolaryngology,DENVER,1
Anthem BCBS, 013 ENT/Otolaryngology,DOUGLAS,1
Anthem BCBS, 013 ENT/Otolaryngology,ROUTT,1
Anthem BCBS, 014 Gastroenterology,LA PLATA,1
Anthem BCBS, 014 Gastroenterology,OTERO,1
Anthem BCBS, 014 Gastroenterology,PUEBLO,1
Anthem BCBS, 015 General Surgery,ALAMOSA,1
Anthem BCBS, 015 General Surgery,ARCHULETA,1
Anthem BCBS, 015 General Surgery,DELTA,1
Anthem BCBS, 015 General Surgery,LA PLATA,1
Anthem BCBS, 015 General Surgery,PROWERS,1
Anthem BCBS, 015 General Surgery,SUMMIT,1
Anthem BCBS, 015 General Surgery,YUMA,1
Anthem BCBS, 016 Gynecology (OB/GYN),BROOMFIELD,1
Anthem BCBS, 016 Gynecology (OB/GYN),DELTA,1
Anthem BCBS, 016 Gynecology (OB/GYN),GRAND,1
Anthem BCBS, 016 Gynecology (OB/GYN),Larimer,1
Anthem BCBS, 016 Gynecology (OB/GYN),MONTEZUMA,1
Anthem BCBS, 016 Gynecology (OB/GYN),SUMMIT,1
Anthem BCBS, 017 Infectious Diseases,ADAMS,1
Anthem BCBS, 017 Infectious Diseases,ALAMOSA,1
Anthem BCBS, 017 Infectious Diseases,CHAFFEE,1
Anthem BCBS, 017 Infectious Diseases,PUEBLO,1
Anthem BCBS, 018 Nephrology,CHAFFEE,1
Anthem BCBS, 018 Nephrology,LA PLATA,1
Anthem BCBS, 018 Nephrology,LARIMER,1
Anthem BCBS, 018 Nephrology,MONTEZUMA,1
Anthem BCBS, 018 Nephrology,WELD,1
Anthem BCBS, 019 Neurology,ALAMOSA,1
Anthem BCBS, 019 Neurology,BOULDER,1
Anthem BCBS, 019 Neurology,LA PLATA,1
Anthem BCBS, 019 Neurology,LARIMER,1
Anthem BCBS, 019 Neurology,LOGAN,1
Anthem BCBS, 019 Neurology,MOFFAT,1
Anthem BCBS, 019 Neurology,SUMMIT,1
Anthem BCBS, 019 Neurology,WELD,1
Anthem BCBS, 019 Neurology,YUMA,1
Anthem BCBS, 020 Neurological Surgery,ADAMS,1
Anthem BCBS, 020 Neurological Surgery,DOUGLAS,1
Anthem BCBS, 020 Neurological Surgery,LARIMER,1
Anthem BCBS, 020 Neurological Surgery,MESA,1
Anthem BCBS, 021 Medical Oncology & Surgical Oncology,DOUGLAS,1
Anthem BCBS, 021 Medical Oncology & Surgical Oncology,KIT CARSON,1
Anthem BCBS, 021 Medical Oncology & Surgical Oncology,MONTROSE,1
Anthem BCBS, 021 Medical Oncology & Surgical Oncology,PUEBLO,1
Anthem BCBS, 022 Radiation Oncology,MESA,1
Anthem BCBS, 023 Ophthalmology,DENVER,1
Anthem BCBS, 023 Ophthalmology,LARIMER,1
Anthem BCBS, 025 Orthopedic Surgery,ALAMOSA,1
Anthem BCBS, 025 Orthopedic Surgery,GUNNISON,1
Anthem BCBS, 025 Orthopedic Surgery,MONTROSE,1
Anthem BCBS, 025 Orthopedic Surgery,PITKIN,1
Anthem BCBS, 025 Orthopedic Surgery,PUEBLO,1
Anthem BCBS, 025 Orthopedic Surgery,SAN MIGUEL,1
Anthem BCBS, 025 Orthopedic Surgery,WELD,1
Anthem BCBS, 025 Orthopedic Surgery,YUMA,1
Anthem BCBS, 026 Physical Medicine & Rehabilitation,DOUGLAS,1
Anthem BCBS, 026 Physical Medicine & Rehabilitation,GARFIELD,1
Anthem BCBS, 026 Physical Medicine & Rehabilitation,MESA,1
Anthem BCBS, 026 Physical Medicine & Rehabilitation,MONTEZUMA,1
Anthem BCBS, 026 Physical Medicine & Rehabilitation,PITKIN,1
Anthem BCBS, 026 Physical Medicine & Rehabilitation,SUMMIT,1
Anthem BCBS, 027 Plastic Surgery,BROOMFIELD,1
Anthem BCBS, 027 Plastic Surgery,DOUGLAS,1
Anthem BCBS, 027 Plastic Surgery,JEFFERSON,1
Anthem BCBS, 028 Podiatry,BOULDER,1
Anthem BCBS, 029 Psychiatry,ARCHULETA,1
Anthem BCBS, 029 Psychiatry,BROOMFIELD,1
Anthem BCBS, 029 Psychiatry,DOUGLAS,1
Anthem BCBS, 029 Psychiatry,JEFFERSON,1
Anthem BCBS, 029 Psychiatry,PUEBLO,1
Anthem BCBS, 030 Pulmonology,BROOMFIELD,1
Anthem BCBS, 030 Pulmonology,DELTA,1
Anthem BCBS, 030 Pulmonology,LOGAN,1
Anthem BCBS, 030 Pulmonology,MONTEZUMA,1
Anthem BCBS, 030 Pulmonology,PHILLIPS,1
Anthem BCBS, 030 Pulmonology,PUEBLO,1
Anthem BCBS, 030 Pulmonology,YUMA,1
Anthem BCBS, 031 Rheumatology,EL PASO,1
Anthem BCBS, 031 Rheumatology,JEFFERSON,1
Anthem BCBS, 031 Rheumatology,MESA,1
Anthem BCBS, 033 Urology,ARAPAHOE,1
Anthem BCBS, 033 Urology,DOUGLAS,1
Anthem BCBS, 033 Urology,JEFFERSON,1
Anthem BCBS, 034 Vascular Surgery,MESA,1
Anthem BCBS, 035 Cardiothoracic Surgery,BOULDER,1
Anthem BCBS, 035 Cardiothoracic Surgery,LA PLATA,1
Anthem BCBS, 035 Cardiothoracic Surgery,SUMMIT,1
Anthem BCBS, 101 Pediatrics - Routine/Primary Care,ARCHULETA,1
Anthem BCBS, 101 Pediatrics - Routine/Primary Care,GARFIELD,1
Anthem BCBS, 101 Pediatrics - Routine/Primary Care,GUNNISON,1
Anthem BCBS, 101 Pediatrics - Routine/Primary Care,HUERFANO,1
Anthem BCBS, 101 Pediatrics - Routine/Primary Care,Larimer,1
Anthem BCBS, 101 Pediatrics - Routine/Primary Care,LAS ANIMAS,1
Anthem BCBS, 101 Pediatrics - Routine/Primary Care,MONTEZUMA,1
Anthem BCBS, 101 Pediatrics - Routine/Primary Care,MORGAN,1
Anthem BCBS, 101 Pediatrics - Routine/Primary Care,SUMMIT,1
Anthem BCBS, 102 Licensed Clinical Social Workers,ADAMS,1
Anthem BCBS, 102 Licensed Clinical Social Workers,ARAPAHOE,1
Anthem BCBS, 102 Licensed Clinical Social Workers,BROOMFIELD,1
Anthem BCBS, 102 Licensed Clinical Social Workers,DOUGLAS,1
Anthem BCBS, 102 Licensed Clinical Social Workers,JEFFERSON,1
Anthem BCBS, 102 Licensed Clinical Social Workers,LARIMER,1
Anthem BCBS, 102 Licensed Clinical Social Workers,MONTROSE,1
Anthem BCBS, 102 Licensed Clinical Social Workers,PUEBLO,1
Anthem BCBS, 102 Licensed Clinical Social Workers,WELD,1
Anthem BCBS, 103 Psychology,CHAFFEE,1
Anthem BCBS, 103 Psychology,JEFFERSON,1
Anthem BCBS, 103 Psychology,SUMMIT,1
Anthem BCBS, Dental - General,ADAMS,1
Anthem BCBS,000 OTHER,BACA,1
Anthem BCBS,000 OTHER,Boulder,1
Anthem BCBS,000 OTHER,CLEAR CREEK,1
Anthem BCBS,000 OTHER,CUSTER,1
Anthem BCBS,000 OTHER,ELBERT,1
Anthem BCBS,000 OTHER,GILPIN,1
Anthem BCBS,000 OTHER,HINSDALE,1
Anthem BCBS,000 OTHER,Larimer,1
Anthem BCBS,001 General Practice,ARCHULETA,1
Anthem BCBS,001 General Practice,HUERFANO,1
Anthem BCBS,001 General Practice,KIOWA,1
Anthem BCBS,001 General Practice,KIT CARSON,1
Anthem BCBS,001 General Practice,MESA,1
Anthem BCBS,001 General Practice,MONTEZUMA,1
Anthem BCBS,001 General Practice,PITKIN,1
Anthem BCBS,001 General Practice,TELLER,1
Anthem BCBS,002 Family Medicine,BENT,1
Anthem BCBS,002 Family Medicine,CUSTER,1
Anthem BCBS,002 Family Medicine,HINSDALE,1
Anthem BCBS,002 Family Medicine,JACKSON,1
Anthem BCBS,002 Family Medicine,PARK,1
Anthem BCBS,002 Family Medicine,PROWERS,1
Anthem BCBS,002 Family Medicine,SAGUACHE,1
Anthem BCBS,003 Internal Medicine,Adams,1
Anthem BCBS,003 Internal Medicine,GUNNISON,1
Anthem BCBS,003 Internal Medicine,LAKE,1
Anthem BCBS,003 Internal Medicine,PROWERS,1
Anthem BCBS,003 Internal Medicine,SAGUACHE,1
Anthem BCBS,003 Internal Medicine,SAN MIGUEL,1
Anthem BCBS,003 Internal Medicine,SEDGWICK,1
Anthem BCBS,004 Geriatrics,DOUGLAS,1
Anthem BCBS,007 Allergy and Immunology,GARFIELD,1
Anthem BCBS,007 Allergy and Immunology,LA PLATA,1
Anthem BCBS,007 Allergy and Immunology,LOGAN,1
Anthem BCBS,007 Allergy and Immunology,MORGAN,1
Anthem BCBS,007 Allergy and Immunology,PHILLIPS,1
Anthem BCBS,007 Allergy and Immunology,ROUTT,1
Anthem BCBS,008 Cardiovascular Disease,GUNNISON,1
Anthem BCBS,008 Cardiovascular Disease,LAKE,1
Anthem BCBS,008 Cardiovascular Disease,SAN MIGUEL,1
Anthem BCBS,010 Chiropracty,CHEYENNE,1
Anthem BCBS,010 Chiropracty,DELTA,1
Anthem BCBS,010 Chiropracty,LAKE,1
Anthem BCBS,010 Chiropracty,LAS ANIMAS,1
Anthem BCBS,010 Chiropracty,MONTROSE,1
Anthem BCBS,010 Chiropracty,OTERO,1
Anthem BCBS,010 Chiropracty,OURAY,1
Anthem BCBS,010 Chiropracty,PITKIN,1
Anthem BCBS,010 Chiropracty,PROWERS,1
Anthem BCBS,010 Chiropracty,RIO BLANCO,1
Anthem BCBS,010 Chiropracty,RIO GRANDE,1
Anthem BCBS,010 Chiropracty,SUMMIT,1
Anthem BCBS,010 Chiropracty,YUMA,1
Anthem BCBS,011 Dermatology,LAS ANIMAS,1
Anthem BCBS,011 Dermatology,ROUTT,1
Anthem BCBS,011 Dermatology,TELLER,1
Anthem BCBS,012 Endocrinology,BROOMFIELD,1
Anthem BCBS,012 Endocrinology,Larimer,1
Anthem BCBS,012 Endocrinology,LOGAN,1
Anthem BCBS,013 ENT/Otolaryngology,Adams,1
Anthem BCBS,013 ENT/Otolaryngology,ALAMOSA,1
Anthem BCBS,013 ENT/Otolaryngology,CHAFFEE,1
Anthem BCBS,013 ENT/Otolaryngology,FREMONT,1
Anthem BCBS,013 ENT/Otolaryngology,GRAND,1
Anthem BCBS,013 ENT/Otolaryngology,MONTROSE,1
Anthem BCBS,013 ENT/Otolaryngology,ROUTT,1
Anthem BCBS,014 Gastroenterology,LOGAN,1
Anthem BCBS,014 Gastroenterology,MORGAN,1
Anthem BCBS,014 Gastroenterology,SUMMIT,1
Anthem BCBS,015 General Surgery,BACA,1
Anthem BCBS,015 General Surgery,GUNNISON,1
Anthem BCBS,015 General Surgery,LAKE,1
Anthem BCBS,015 General Surgery,Larimer,1
Anthem BCBS,015 General Surgery,LAS ANIMAS,1
Anthem BCBS,015 General Surgery,LINCOLN,1
Anthem BCBS,015 General Surgery,MOFFAT,1
Anthem BCBS,015 General Surgery,SEDGWICK,1
Anthem BCBS,015 General Surgery,YUMA,1
Anthem BCBS,016 Gynecology (OB/GYN),LAS ANIMAS,1
Anthem BCBS,017 Infectious Diseases,PUEBLO,1
Anthem BCBS,018 Nephrology,GARFIELD,1
Anthem BCBS,019 Neurology,ALAMOSA,1
Anthem BCBS,019 Neurology,ARCHULETA,1
Anthem BCBS,019 Neurology,CHAFFEE,1
Anthem BCBS,019 Neurology,EAGLE,1
Anthem BCBS,019 Neurology,PHILLIPS,1
Anthem BCBS,019 Neurology,PITKIN,1
Anthem BCBS,019 Neurology,SUMMIT,1
Anthem BCBS,019 Neurology,YUMA,1
Anthem BCBS,020 Neurological Surgery,LA PLATA,1
Anthem BCBS,020 Neurological Surgery,Mesa,1
Anthem BCBS,021 Medical Oncology & Surgical Oncology,CHAFFEE,1
Anthem BCBS,021 Medical Oncology & Surgical Oncology,EAGLE,1
Anthem BCBS,021 Medical Oncology & Surgical Oncology,LOGAN,1
Anthem BCBS,021 Medical Oncology & Surgical Oncology,Mesa,1
Anthem BCBS,021 Medical Oncology & Surgical Oncology,SUMMIT,1
Anthem BCBS,021 Medical Oncology & Surgical Oncology,WASHINGTON,1
Anthem BCBS,021 Medical Oncology & Surgical Oncology,YUMA,1
Anthem BCBS,022 Radiation Oncology,EAGLE,1
Anthem BCBS,022 Radiation Oncology,PUEBLO,1
Anthem BCBS,023 Ophthalmology,LAS ANIMAS,1
Anthem BCBS,023 Ophthalmology,MONTEZUMA,1
Anthem BCBS,023 Ophthalmology,PROWERS,1
Anthem BCBS,025 Orthopedic Surgery,HUERFANO,1
Anthem BCBS,025 Orthopedic Surgery,OTERO,1
Anthem BCBS,025 Orthopedic Surgery,SAN MIGUEL,1
Anthem BCBS,025 Orthopedic Surgery,YUMA,1
Anthem BCBS,026 Physical Medicine & Rehabilitation,Adams,1
Anthem BCBS,026 Physical Medicine & Rehabilitation,ALAMOSA,1
Anthem BCBS,026 Physical Medicine & Rehabilitation,DELTA,1
Anthem BCBS,026 Physical Medicine & Rehabilitation,EAGLE,1
Anthem BCBS,026 Physical Medicine & Rehabilitation,GARFIELD,1
Anthem BCBS,026 Physical Medicine & Rehabilitation,MORGAN,1
Anthem BCBS,026 Physical Medicine & Rehabilitation,ROUTT,1
Anthem BCBS,027 Plastic Surgery,Adams,1
Anthem BCBS,027 Plastic Surgery,GARFIELD,1
Anthem BCBS,027 Plastic Surgery,ROUTT,1
Anthem BCBS,027 Plastic Surgery,WELD,1
Anthem BCBS,028 Podiatry,ALAMOSA,1
Anthem BCBS,028 Podiatry,ARCHULETA,1
Anthem BCBS,028 Podiatry,CHAFFEE,1
Anthem BCBS,028 Podiatry,EAGLE,1
Anthem BCBS,028 Podiatry,GUNNISON,1
Anthem BCBS,028 Podiatry,MOFFAT,1
Anthem BCBS,028 Podiatry,PHILLIPS,1
Anthem BCBS,028 Podiatry,ROUTT,1
Anthem BCBS,028 Podiatry,TELLER,1
Anthem BCBS,028 Podiatry,YUMA,1
Anthem BCBS,029 Psychiatry,BROOMFIELD,1
Anthem BCBS,029 Psychiatry,CHAFFEE,1
Anthem BCBS,029 Psychiatry,GARFIELD,1
Anthem BCBS,029 Psychiatry,MONTEZUMA,1
Anthem BCBS,029 Psychiatry,MORGAN,1
Anthem BCBS,029 Psychiatry,OTERO,1
Anthem BCBS,029 Psychiatry,RIO GRANDE,1
Anthem BCBS,029 Psychiatry,ROUTT,1
Anthem BCBS,029 Psychiatry,SAN MIGUEL,1
Anthem BCBS,030 Pulmonology,BROOMFIELD,1
Anthem BCBS,030 Pulmonology,LOGAN,1
Anthem BCBS,030 Pulmonology,MORGAN,1
Anthem BCBS,030 Pulmonology,PUEBLO,1
Anthem BCBS,031 Rheumatology,DELTA,1
Anthem BCBS,031 Rheumatology,JEFFERSON,1
Anthem BCBS,031 Rheumatology,Larimer,1
Anthem BCBS,033 Urology,DELTA,1
Anthem BCBS,033 Urology,FREMONT,1
Anthem BCBS,033 Urology,LOGAN,1
Anthem BCBS,033 Urology,MOFFAT,1
Anthem BCBS,034 Vascular Surgery,ADAMS,1
Anthem BCBS,034 Vascular Surgery,TELLER,1
Anthem BCBS,035 Cardiothoracic Surgery,GARFIELD,1
Anthem BCBS,035 Cardiothoracic Surgery,LA PLATA,1
Anthem BCBS,035 Cardiothoracic Surgery,MOFFAT,1
Anthem BCBS,035 Cardiothoracic Surgery,MORGAN,1
Anthem BCBS,035 Cardiothoracic Surgery,SUMMIT,1
Anthem BCBS,101 Pediatrics - Routine/Primary Care,LOGAN,1
Anthem BCBS,101 Pediatrics - Routine/Primary Care,OTERO,1
Anthem BCBS,101 Pediatrics - Routine/Primary Care,PROWERS,1
Anthem BCBS,101 Pediatrics - Routine/Primary Care,WASHINGTON,1
Anthem BCBS,101 Pediatrics - Routine/Primary Care,YUMA,1
Anthem BCBS,102 Licensed Clinical Social Workers,CLEAR CREEK,1
Anthem BCBS,102 Licensed Clinical Social Workers,COSTILLA,1
Anthem BCBS,102 Licensed Clinical Social Workers,GRAND,1
Anthem BCBS,102 Licensed Clinical Social Workers,HUERFANO,1
Anthem BCBS,102 Licensed Clinical Social Workers,LAKE,1
Anthem BCBS,102 Licensed Clinical Social Workers,LAS ANIMAS,1
Anthem BCBS,102 Licensed Clinical Social Workers,OTERO,1
Anthem BCBS,102 Licensed Clinical Social Workers,Park,1
Anthem BCBS,102 Licensed Clinical Social Workers,PARK,1
Anthem BCBS,102 Licensed Clinical Social Workers,PROWERS,1
Anthem BCBS,102 Licensed Clinical Social Workers,RIO BLANCO,1
Anthem BCBS,102 Licensed Clinical Social Workers,RIO GRANDE,1
Anthem BCBS,103 Psychology,ALAMOSA,1
Anthem BCBS,103 Psychology,Boulder,1
Anthem BCBS,103 Psychology,PARK,1
Anthem BCBS,103 Psychology,PITKIN,1
Bright,000 OTHER,Arapahoe,1019
Bright,000 OTHER,El Paso,668
Bright,000 OTHER,Jefferson,431
Bright,000 OTHER,Douglas,218
Bright,000 OTHER,Denver,198
Bright,000 OTHER,Boulder,195
Bright,000 OTHER,Adams,192
Bright,102 Licensed Clinical Social Workers,Arapahoe,122
Bright,000 OTHER,Pueblo,117
Bright,002 Family Medicine,El Paso,107
Bright,029 Psychiatry,Arapahoe,107
Bright,006 Primary Care - Nurse Practitioner,Jefferson,89
Bright,010 Chiropracty,JEFFERSON,89
Bright,000 OTHER,Summit,87
Bright,102 Licensed Clinical Social Workers,Denver,84
Bright,008 Cardiovascular Disease,Arapahoe,82
Bright,025 Orthopedic Surgery,El Paso,78
Bright,021 Medical Oncology & Surgical Oncology,Arapahoe,75
Bright,102 Licensed Clinical Social Workers,Jefferson,73
Bright,010 Chiropracty,ARAPAHOE,72
Bright,101 Pediatrics - Routine/Primary Care,Arapahoe,67
Bright,016 Gynecology (OB/GYN),Douglas,66
Bright,101 Pediatrics - Routine/Primary Care,El Paso,66
Bright,025 Orthopedic Surgery,Douglas,65
Bright,102 Licensed Clinical Social Workers,Boulder,65
Bright,000 OTHER,La Plata,64
Bright,000 OTHER,Broomfield,63
Bright,002 Family Medicine,Boulder,62
Bright,010 Chiropracty,EL PASO,58
Bright,101 Pediatrics - Routine/Primary Care,Douglas,57
Bright,010 Chiropracty,BOULDER,56
Bright,002 Family Medicine,Jefferson,54
Bright,005 Primary Care - Physician Assistant,El Paso,52
Bright,014 Gastroenterology,Arapahoe,52
Bright,002 Family Medicine,Adams,50
Bright,012 Endocrinology,Arapahoe,50
Bright,002 Family Medicine,Douglas,48
Bright,005 Primary Care - Physician Assistant,Jefferson,48
Bright,006 Primary Care - Nurse Practitioner,El Paso,47
Bright,000 OTHER,Teller,46
Bright,019 Neurology,Arapahoe,46
Bright,101 Pediatrics - Routine/Primary Care,Denver,45
Bright,102 Licensed Clinical Social Workers,Adams,45
Bright,103 Psychology,Arapahoe,43
Bright,006 Primary Care - Nurse Practitioner,Adams,42
Bright,016 Gynecology (OB/GYN),Arapahoe,42
Bright,011 Dermatology,Arapahoe,41
Bright,010 Chiropracty,DOUGLAS,40
Bright,029 Psychiatry,Denver,40
Bright,008 Cardiovascular Disease,El Paso,39
Bright,010 Chiropracty,DENVER,39
Bright,016 Gynecology (OB/GYN),El Paso,39
Bright,101 Pediatrics - Routine/Primary Care,Jefferson,39
Bright,002 Family Medicine,Arapahoe,38
Bright,003 Internal Medicine,El Paso,38
Bright,016 Gynecology (OB/GYN),Boulder,38
Bright,010 Chiropracty,LARIMER,37
Bright,030 Pulmonology,Arapahoe,36
Bright,000 OTHER,Fremont,34
Bright,015 General Surgery,Arapahoe,34
Bright,025 Orthopedic Surgery,Jefferson,34
Bright,002 Family Medicine,Pueblo,33
Bright,015 General Surgery,Jefferson,33
Bright,002 Family Medicine,Broomfield,32
Bright,016 Gynecology (OB/GYN),Denver,32
Bright,006 Primary Care - Nurse Practitioner,Broomfield,31
Bright,013 ENT/Otolaryngology,El Paso,30
Bright,014 Gastroenterology,Douglas,30
Bright,000 OTHER,Eagle,29
Bright,002 Family Medicine,Denver,28
Bright,025 Orthopedic Surgery,Adams,27
Bright,025 Orthopedic Surgery,Denver,27
Bright,002 Family Medicine,La Plata,26
Bright,013 ENT/Otolaryngology,Arapahoe,26
Bright,102 Licensed Clinical Social Workers,El Paso,26
Bright,002 Family Medicine,Larimer,24
Bright,005 Primary Care - Physician Assistant,Adams,24
Bright,008 Cardiovascular Disease,Chaffee,24
Bright,010 Chiropracty,ADAMS,24
Bright,017 Infectious Diseases,Arapahoe,24
Bright,006 Primary Care - Nurse Practitioner,Boulder,23
Bright,023 Ophthalmology,El Paso,23
Bright,000 OTHER,Alamosa,22
Bright,011 Dermatology,Douglas,22
Bright,018 Nephrology,Denver,22
Bright,006 Primary Care - Nurse Practitioner,Pueblo,21
Bright,016 Gynecology (OB/GYN),Jefferson,21
Bright,011 Dermatology,Jefferson,20
Bright,021 Medical Oncology & Surgical Oncology,El Paso,20
Bright,023 Ophthalmology,Boulder,20
Bright,025 Orthopedic Surgery,Boulder,19
Bright,005 Primary Care - Physician Assistant,Pueblo,18
Bright,101 Pediatrics - Routine/Primary Care,ARAPAHOE,18
Bright,002 Family Medicine,Weld,17
Bright,005 Primary Care - Physician Assistant,Broomfield,17
Bright,011 Dermatology,El Paso,17
Bright,015 General Surgery,Douglas,17
Bright,103 Psychology,Denver,17
Bright,000 OTHER,Chaffee,16
Bright,002 Family Medicine,Garfield,16
Bright,008 Cardiovascular Disease,Denver,16
Bright,010 Chiropracty,WELD,16
Bright,028 Podiatry,Jefferson,16
Bright,029 Psychiatry,El Paso,16
Bright,029 Psychiatry,Jefferson,16
Bright,033 Urology,Arapahoe,16
Bright,033 Urology,El Paso,16
Bright,002 Family Medicine,Summit,15
Bright,007 Allergy and Immunology,Boulder,15
Bright,010 Chiropracty,MESA,15
Bright,010 Chiropracty,PUEBLO,15
Bright,013 ENT/Otolaryngology,Jefferson,15
Bright,015 General Surgery,El Paso,15
Bright,018 Nephrology,Adams,15
Bright,018 Nephrology,Arapahoe,15
Bright,019 Neurology,El Paso,15
Bright,023 Ophthalmology,DENVER,15
Bright,007 Allergy and Immunology,Jefferson,14
Bright,012 Endocrinology,El Paso,14
Bright,013 ENT/Otolaryngology,Douglas,14
Bright,014 Gastroenterology,El Paso,14
Bright,016 Gynecology (OB/GYN),Pueblo,14
Bright,018 Nephrology,Jefferson,14
Bright,019 Neurology,Jefferson,14
Bright,021 Medical Oncology & Surgical Oncology,Denver,14
Bright,021 Medical Oncology & Surgical Oncology,Douglas,14
Bright,023 Ophthalmology,Arapahoe,14
Bright,025 Orthopedic Surgery,Eagle,14
Bright,103 Psychology,Boulder,14
Bright,007 Allergy and Immunology,Arapahoe,13
Bright,016 Gynecology (OB/GYN),La Plata,13
Bright,020 Neurological Surgery,Arapahoe,13
Bright,025 Orthopedic Surgery,Arapahoe,13
Bright,029 Psychiatry,Adams,13
Bright,030 Pulmonology,El Paso,13
Bright,103 Psychology,Adams,13
Bright,002 Family Medicine,Grand,12
Bright,003 Internal Medicine,Arapahoe,12
Bright,006 Primary Care - Nurse Practitioner,Douglas,12
Bright,008 Cardiovascular Disease,Douglas,12
Bright,008 Cardiovascular Disease,Fremont,12
Bright,018 Nephrology,Pueblo,12
Bright,021 Medical Oncology & Surgical Oncology,Boulder,12
Bright,029 Psychiatry,Boulder,12
Bright,033 Urology,Douglas,12
Bright,103 Psychology,El Paso,12
Bright,002 Family Medicine,Fremont,11
Bright,002 Family Medicine,Rio Grande,11
Bright,003 Internal Medicine,Douglas,11
Bright,008 Cardiovascular Disease,Teller,11
Bright,013 ENT/Otolaryngology,Denver,11
Bright,019 Neurology,Douglas,11
Bright,023 Ophthalmology,JEFFERSON,11
Bright,031 Rheumatology,Arapahoe,11
Bright,000 OTHER,Grand,10
Bright,002 Family Medicine,Alamosa,10
Bright,003 Internal Medicine,Denver,10
Bright,003 Internal Medicine,Jefferson,10
Bright,016 Gynecology (OB/GYN),Weld,10
Bright,017 Infectious Diseases,Jefferson,10
Bright,028 Podiatry,Denver,10
Bright,031 Rheumatology,Boulder,10
Bright,103 Psychology,Jefferson,10
Bright,004 Geriatrics,Jefferson,9
Bright,005 Primary Care - Physician Assistant,Arapahoe,9
Bright,014 Gastroenterology,Jefferson,9
Bright,016 Gynecology (OB/GYN),Larimer,9
Bright,026 Physical Medicine & Rehabilitation,Douglas,9
Bright,101 Pediatrics - Routine/Primary Care,Adams,9
Bright,101 Pediatrics - Routine/Primary Care,Broomfield,9
Bright,006 Primary Care - Nurse Practitioner,Arapahoe,8
Bright,006 Primary Care - Nurse Practitioner,La Plata,8
Bright,007 Allergy and Immunology,El Paso,8
Bright,011 Dermatology,Summit,8
Bright,012 Endocrinology,Douglas,8
Bright,016 Gynecology (OB/GYN),Adams,8
Bright,016 Gynecology (OB/GYN),Alamosa,8
Bright,016 Gynecology (OB/GYN),Garfield,8
